2022-05-07 10:11:48 [schedule-pool-2] INFO  c.f.s.s.i.SysLogininforServiceImpl - <0><1522445517715247104> [127.0.0.1]内网IP[admin][Error][验证码已失效]
2022-05-07 21:32:28 [XNIO-1 task-2] INFO  c.f.f.listener.UserActionListener - <0><1522932376790634496> user doLogout, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbklkIjoic3lzX3VzZXI6MSIsInJuIjoiMjlJRHhKMDlKdTRWVHdpMDBJNTNSdWtTQXZxWVFlMnIifQ.XeUkZ2icVonuRxXr576i4VkBIw_OyX-_vLjrL7xhavI
2022-05-07 21:32:32 [XNIO-1 task-2] INFO  c.f.f.listener.UserActionListener - <0><1522932393584627712> user doLogin, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbklkIjoic3lzX3VzZXI6MSIsInJuIjoiUG1xUmxHb280MnVnaDlZaFhna1NibTRsY3NjZGJsN3AifQ._x1Vcmq_UMh0Ul9Y7TgxThibE710BhIhZsAcJ_c_Sp4
2022-05-07 21:32:32 [schedule-pool-2] INFO  c.f.s.s.i.SysLogininforServiceImpl - <0><1522908760623550464> [127.0.0.1]内网IP[admin][Success][登录成功]
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.2.17.Final
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  c.f.f.manager.ShutdownManager - ====关闭后台任务任务线程池====
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-05-07 22:44:49 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-05-07 22:51:29 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 12548 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-05-07 22:51:29 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.3.Final
2022-05-07 22:51:29 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-05-07 22:51:32 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-05-07 22:51:33 [redisson-netty-2-8] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-05-07 22:51:34 [redisson-netty-2-3] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-05-07 22:51:34 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-05-07 22:51:35 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-05-07 22:51:35 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-05-07 22:51:36 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-05-07 22:51:36 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-05-07 22:51:36 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-05-07 22:51:36 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-05-07 22:51:38 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-05-07 22:51:38 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-05-07 22:51:39 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-05-07 22:51:39 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-05-07 22:51:39 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-05-07 22:51:39 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-05-07 22:51:40 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-05-07 22:51:41 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-05-07 22:51:41 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-05-07 22:51:41 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-05-07 22:51:41 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-05-07 22:51:41 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-05-07 22:51:42 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-05-07 22:51:44 [main] INFO  io.undertow - starting server: Undertow - 2.2.17.Final
2022-05-07 22:51:44 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-05-07 22:51:44 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-05-07 22:51:44 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-05-07 22:51:45 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 16.552 seconds (JVM running for 18.056)
2022-05-07 22:51:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-05-07 22:51:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-05-07 22:51:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-05-07 22:51:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-05-07 22:51:45 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-05-07 22:51:45 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-05-07 22:51:45 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-05-07 22:51:45 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-05-07 22:51:45 [RMI TCP Connection(5)-192.168.43.110] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-05-07 22:52:35 [XNIO-1 task-1] INFO  c.f.f.listener.UserActionListener - <0><1522952536406630400> user doLogin, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbklkIjoic3lzX3VzZXI6MSIsInJuIjoiTEQxSEJqOFVEQXN4emtOaTlyMDhIUm1uOTg5N2xVYmcifQ.8I3a5PQDqOkvAEf9pEbqYciCsGqv1KLiJwJG0YJ1J0M
2022-05-07 22:52:35 [schedule-pool-1] INFO  c.f.s.s.i.SysLogininforServiceImpl - <0><1522952536406630400> [127.0.0.1]内网IP[admin][Success][登录成功]
